aptNm,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
검단신도시로제비앙라포레,2022,24.11~26.11,갱신,23,10,2024,"27,200",84.4159,9,987,0,"26,000",,28260,원당동,사용
검단신도시로제비앙라포레,2022,24.12~27.03,신규,9,10,2024,"36,500",84.4159,13,987,0,,,28260,원당동, 
검단신도시디에트르더힐,2022,22.10~26.10,갱신,25,10,2024,"30,450",84.9157,13,987-1,0,"29,000",,28260,원당동,사용
신원아파트101동,1996,24.11~26.11,신규,23,10,2024,"16,000",113.34,1,290-3,0,,,28260,심곡동, 
검단신도시디에트르더힐,2022,24.11~26.11,갱신,15,10,2024,"26,000",76.1198,11,987-1,0,"25,000",,28260,원당동,사용
태산,1989,24.11~25.10,신규,19,10,2024,500,36.52,1,499,45,,,28260,석남동, 
검단신도시모아엘가그랑데,2023,24.12~25.12,신규,24,10,2024,"25,000",59.6074,6,1063,0,,,28260,원당동, 
검단신도시디에트르더힐,2022,22.10~26.10,갱신,25,10,2024,"30,450",84.9157,13,987-1,0,"29,000",,28260,원당동,사용
루원e-편한세상하늘채아파트,2010,25.01~27.01,신규,24,10,2024,"4,000",59.999,22,302-1,110,,,28260,신현동, 
루원시티루에블리,2018,24.08~26.07,갱신,22,10,2024,"1,774",59.96,13,304-2,61,"5,274",51,28260,신현동, 
금호어울림1차,2004,24.11~26.11,갱신,25,10,2024,"26,000",84.9917,5,1037-3,0,"3,500",95,28260,당하동, 
검단신도시로제비앙라포레,2022,24.11~26.11,갱신,18,10,2024,"26,250",84.4159,15,987,0,"25,000",,28260,원당동,사용
엘에이치웨스턴블루힐,2015,24.12~26.12,신규,24,10,2024,"32,000",84.99,7,597-2,0,,,28260,가정동, 
검단신안인스빌어반퍼스트,2022,24.11~26.11,신규,24,10,2024,"20,000",84.7322,12,1314,57,,,28260,당하동, 
검단신안인스빌어반퍼스트,2022,24.11~26.11,갱신,25,10,2024,"26,000",84.7322,10,1314,0,"25,000",,28260,당하동,사용
검단힐스테이트4차,2012,24.11~26.11,갱신,24,10,2024,"40,000",107.4423,15,1090-1,0,"30,000",,28260,당하동, 
하나,1999,24.11~26.08,신규,6,10,2024,"2,000",84.9761,10,725-7,90,,,28260,금곡동, 
대원레스피아2차,2004,24.12~26.12,신규,24,10,2024,"18,000",84.9904,2,1151-1,0,,,28260,마전동, 
검단신안인스빌어반퍼스트,2022,24.11~26.11,갱신,23,10,2024,"26,250",84.7322,6,1314,0,"25,000",,28260,당하동,사용
청라29블럭호반베르디움,2012,24.11~26.11,갱신,5,10,2024,"36,000",84.9382,12,173-1,0,"28,000",,28260,청라동, 
대림e편한세상(원당지구78BL1L),2004,24.12~26.12,신규,24,10,2024,"26,000",84.981,10,852-1,0,,,28260,원당동, 
파라곤센트럴파크,2022,24.12~26.12,갱신,25,10,2024,"28,800",84.986,24,1276-2,0,"27,500",,28260,당하동,사용
진주3,1989,24.10~26.10,신규,1,10,2024,"6,000",59.36,14,30-86,50,,,28260,가좌동, 
검단신도시로제비앙라포레,2022,24.11~26.11,갱신,25,10,2024,"25,000",84.8086,12,987,0,"23,000",,28260,원당동, 
청라한라비발디,2011,24.11~26.11,신규,24,10,2024,"36,000",101.981,15,107-1,0,,,28260,청라동, 
대원레스피아2차,2004,24.11~26.11,갱신,24,10,2024,"19,000",84.9904,18,1151-1,0,"18,000",,28260,마전동, 
동부,1999,24.11~26.11,신규,22,10,2024,"2,000",84.995,17,179,85,,,28260,불로동, 
루원시티루에블리,2018,24.06~26.05,갱신,11,10,2024,"7,937",59.96,19,304-2,36,"5,037",48,28260,신현동, 
청라동양엔파트,2012,24.11~26.11,신규,19,10,2024,"34,000",118.8538,3,102-3,0,,,28260,청라동, 
청라한양수자인,2011,24.11~26.11,신규,21,10,2024,"40,000",120.207,22,102-2,0,,,28260,청라동, 
청라 엑슬루타워,2011,24.10~26.10,갱신,24,10,2024,"29,800",102.62,25,164-1,0,"29,800",,28260,청라동,사용
루원시티루에블리,2018,24.08~26.07,갱신,21,10,2024,"7,174",59.96,25,304-2,41,"5,274",51,28260,신현동, 
검단신도시파라곤보타닉파크,2022,25.01~27.01,갱신,11,10,2024,"28,350",84.3259,16,1020-1,0,"27,000",,28260,원당동,사용
진주1,1981,24.10~26.10,신규,24,10,2024,"1,000",52.16,8,30-2,35,,,28260,가좌동, 
검단신도시푸르지오더베뉴,2021,24.11~26.11,갱신,16,10,2024,"39,000",105.52,28,1018,0,"37,500",,28260,원당동,사용
루원호반베르디움더센트럴,2018,24.11~26.11,신규,17,10,2024,"37,000",73.1689,8,609-1,0,,,28260,가정동, 
호반베르디움앤영무예다음,2011,24.10~26.02,신규,24,10,2024,"2,000",59.936,5,130-4,105,,,28260,청라동, 
검단금호어울림,2004,24.12~26.12,신규,23,10,2024,"27,000",84.9918,8,1030-1,0,,,28260,마전동, 
루원제일풍경채,2018,24.12~26.12,갱신,24,10,2024,"25,200",84.2814,15,603-1,0,"24,000",,28260,가정동,사용
원당풍림아이원,2004,24.11~26.07,신규,16,10,2024,"30,000",109.425,5,1031,0,,,28260,당하동, 
청라29블럭호반베르디움,2012,24.12~25.12,갱신,24,10,2024,"40,000",84.9289,30,173-1,0,"40,000",,28260,청라동, 
원당풍림아이원,2004,24.10~25.01,신규,24,10,2024,"28,400",84.55,14,1031,0,,,28260,당하동, 
검단대광로제비앙센트럴포레,2022,24.12~26.12,신규,24,10,2024,"3,000",61.9135,16,803-1,90,,,28260,불로동, 
검단신도시디에트르더힐,2022,24.11~26.11,신규,24,10,2024,"5,000",76.1198,5,987-1,110,,,28260,원당동, 
풍림,1996,24.11~26.11,신규,15,10,2024,"17,500",59.96,6,214,0,,,28260,가좌동, 
석남2,1983,24.12~26.12,신규,23,10,2024,"8,000",47.55,4,544-1,0,,,28260,석남동, 
검단신도시대방디에트르리버파크,2022,24.12~26.12,갱신,17,10,2024,"24,000",59.9368,8,1084-1,0,"23,000",,28260,원당동,사용
호반써밋1차,2021,24.12~27.06,갱신,23,10,2024,"30,000",84.8917,4,1022,0,"29,000",,28260,원당동,사용
검단신안인스빌어반퍼스트,2022,24.12~26.11,갱신,21,10,2024,"21,000",84.7322,21,1314,0,"20,000",,28260,당하동,사용
DREAMTWO,2018,24.10~25.10,갱신,24,10,2024,"22,000",69.02,9,498-3,0,"22,000",,28260,석남동,사용
호반베르디움(116-6),2011,24.12~26.12,신규,17,10,2024,"5,000",84.9925,5,116-6,140,,,28260,청라동, 
검단신도시모아미래도엘리트파크,2022,24.11~26.11,갱신,2,10,2024,"19,950",84.9395,6,1318-8,0,"19,000",,28260,당하동,사용
검단신도시로제비앙라포레,2022,24.12~26.12,신규,20,10,2024,"37,500",84.8086,4,987,0,,,28260,원당동, 
금호어울림,2007,24.12~26.12,신규,13,10,2024,"27,000",84.8003,14,532,0,,,28260,석남동, 
풍림,1996,24.11~26.11,신규,15,10,2024,"17,500",59.96,6,214,0,,,28260,가좌동, 
검단신도시모아미래도엘리트파크,2022,24.12~26.12,신규,21,10,2024,"35,000",84.6561,9,1318-8,0,,,28260,당하동, 
검단신도시대성베르힐라프리미어,2022,24.11~26.11,신규,19,10,2024,"5,000",84.9376,17,1316-2,150,,,28260,당하동, 
검단신도시디에트르더힐,2022,24.10~26.10,갱신,24,10,2024,"29,400",76.1198,9,987-1,0,"28,000",,28260,원당동,사용
인천검단엘에이치36단지,2023,24.10~26.12,신규,23,10,2024,"1,409",29.11,4,1327-1,17,,,28260,당하동, 
청라힐스테이트커낼뷰,2012,24.12~26.12,신규,12,10,2024,"44,000",121.313,5,155-17,0,,,28260,청라동, 
경원하이뷰,2014,24.11~26.11,신규,22,10,2024,"6,700",23.649,8,1077-6,0,,,28260,당하동, 
루원시티루에블리,2018,24.10~26.09,갱신,22,10,2024,"1,574",59.96,1,304-2,61,"5,274",51,28260,신현동, 
우미린더헤리티지,2022,24.12~26.12,신규,23,10,2024,"32,000",59.8229,24,1065-2,0,,,28260,원당동, 
유승,2000,24.11~26.11,신규,11,10,2024,"18,000",84.96,16,295-1,0,,,28260,왕길동, 
검단신안인스빌어반퍼스트,2022,24.12~26.12,갱신,23,10,2024,"21,000",84.7322,7,1314,0,"20,000",,28260,당하동,사용
하나1,1989,24.11~25.01,갱신,23,10,2024,"12,000",59.55,5,341-13,0,"12,000",,28260,가정동,사용
인천검단엘에이치36단지,2023,24.10~26.12,신규,23,10,2024,"1,409",29.11,12,1327-1,17,,,28260,당하동, 
검단신도시대성베르힐라프리미어,2022,24.11~26.11,신규,23,10,2024,"5,000",84.4003,17,1316-2,150,,,28260,당하동, 
검단신도시디에트르더힐,2022,24.11~26.11,갱신,12,10,2024,"18,900",84.6755,11,987-1,0,"18,000",,28260,원당동,사용
힐데스하임,2011,24.11~26.11,갱신,17,10,2024,"25,200",59.9435,23,185-1,0,"24,000",,28260,청라동,사용
왕길역로열파크씨티푸르지오,2024,24.11~26.11,신규,18,10,2024,"34,000",59.9617,17,133-3,0,,,28260,왕길동, 
청라엘에이치,2011,24.10~26.12,신규,23,10,2024,"1,859",36.86,6,184-1,16,,,28260,청라동, 
검단신안인스빌어반퍼스트,2022,24.12~26.12,신규,23,10,2024,"31,000",84.7322,18,1314,0,,,28260,당하동, 
힐데스하임,2011,24.11~26.11,갱신,23,10,2024,"24,000",59.9435,19,185-1,0,"24,000",,28260,청라동, 
청라디이스트,2012,24.10~26.10,갱신,11,10,2024,"35,000",114.453,11,102-10,0,"35,000",,28260,청라동, 
인천검단엘에이치36단지,2023,24.10~26.12,신규,23,10,2024,"1,409",29.11,2,1327-1,17,,,28260,당하동, 
검단신도시디에트르더힐,2022,24.10~26.10,신규,23,10,2024,"34,000",76.1198,19,987-1,0,,,28260,원당동, 
신원아파트101동,1996,24.11~26.11,신규,23,10,2024,"18,500",113.34,1,290-3,0,,,28260,심곡동, 
드림파크어울림1단지,2010,24.11~26.11,갱신,20,10,2024,"27,000",84.9025,8,697-1,0,"26,000",,28260,왕길동, 
엘에이치웨스턴블루힐,2015,24.12~26.12,신규,4,10,2024,"3,000",59.98,22,597-2,105,,,28260,가정동, 
유승한내들 에듀파크,2021,23.10~25.06,갱신,18,10,2024,"3,740",92.2153,14,1272-2,130,"4,000",130,28260,당하동, 
청라웰카운티 2차,2012,24.10~26.10,갱신,11,10,2024,"38,000",110.63,20,166-1,0,"39,000",,28260,청라동, 
청라자이,2010,24.12~26.12,갱신,19,10,2024,"38,850",115.5101,7,193-1,0,"37,000",,28260,청라동,사용
검단대광로제비앙센트럴포레,2022,24.11~26.11,갱신,22,10,2024,"18,000",74.9089,13,803-1,0,"14,500",,28260,불로동, 
퀸스타운(신명),1998,24.12~26.12,신규,19,10,2024,"13,000",59.72,20,312-2,0,,,28260,불로동, 
청라디이스트,2012,24.12~26.12,신규,14,10,2024,"5,000",114.453,3,102-10,160,,,28260,청라동, 
인천검단엘에이치36단지,2023,24.10~26.12,신규,23,10,2024,"1,409",29.11,9,1327-1,17,,,28260,당하동, 
풍림아이원2차,2004,24.12~26.12,갱신,9,10,2024,"29,000",59.94,7,501-1,0,"29,000",,28260,검암동,사용
금호어울림,2007,24.11~26.11,갱신,22,10,2024,"25,000",59.817,12,532,0,"25,000",,28260,석남동, 
검단신도시모아미래도엘리트파크,2022,24.11~26.11,신규,16,10,2024,"36,000",84.6561,8,1318-8,0,,,28260,당하동, 
검단신도시예미지트리플에듀,2022,24.12~26.12,갱신,22,10,2024,"3,000",76.6071,6,1014,105,"3,000",100,28260,원당동,사용
서해그랑블,2003,24.12~26.12,신규,18,10,2024,"28,000",84.9634,17,595-3,0,,,28260,검암동, 
청라반도유보라,2011,25.01~27.01,신규,21,10,2024,"35,000",126.0777,14,103-26,0,,,28260,청라동, 
상아,1985,24.11~26.11,신규,21,10,2024,"10,000",58.32,2,260-1,0,,,28260,가좌동, 
검단신도시모아미래도엘리트파크,2022,24.12~26.12,갱신,22,10,2024,"26,200",84.6561,10,1318-8,0,"25,000",,28260,당하동,사용
청라우미린,2011,24.11~25.11,신규,19,10,2024,"5,000",84.964,20,103-6,109,,,28260,청라동, 
검단신도시푸르지오더베뉴,2021,25.02~27.02,신규,18,10,2024,"41,000",84.92,13,1018,0,,,28260,원당동, 
루원시티대성베르힐더센트로,2023,25.01~27.01,신규,16,10,2024,"6,000",84.8036,9,가-,145,,,28260,가정동, 
검단신도시모아미래도엘리트파크,2022,24.12~26.12,갱신,19,10,2024,"25,200",84.6561,8,1318-8,0,"24,000",,28260,당하동,사용
드림파크어울림1단지,2010,24.12~26.12,신규,19,10,2024,"26,000",84.9438,11,697-1,0,,,28260,왕길동, 
목화,1990,24.10~26.10,신규,21,10,2024,"9,000",41.295,5,916,0,,,28260,마전동, 
검단2차우방아이유쉘,2018,24.10~25.10,갱신,19,10,2024,"26,000",59.9375,10,1123-1,0,"26,000",,28260,마전동, 
태평,1999,24.12~26.12,신규,2,10,2024,"19,000",59.97,1,820-1,0,,,28260,당하동, 
드림파크어울림1단지,2010,24.12~26.12,신규,19,10,2024,"26,000",84.9438,11,697-1,0,,,28260,왕길동, 
파라곤센트럴파크,2022,24.11~26.11,갱신,21,10,2024,"30,450",84.9595,18,1276-2,0,"29,000",,28260,당하동,사용
루원e-편한세상하늘채아파트,2010,24.10~26.10,갱신,20,10,2024,"5,000",114.948,21,302-1,100,"5,000",100,28260,신현동, 
검단신도시디에트르더힐,2022,24.11~26.11,신규,22,10,2024,"40,000",84.6755,5,987-1,0,,,28260,원당동, 
검단신도시디에트르더힐,2022,24.11~26.11,신규,22,10,2024,"40,000",84.6755,5,987-1,0,,,28260,원당동, 
"인천가좌두산위브트레지움1,2단지",2017,24.11~26.11,신규,11,10,2024,"32,000",69.39,6,611,0,,,28260,가좌동, 
청라제일풍경채,2012,24.11~26.11,갱신,18,10,2024,"15,000",101.9831,5,115-1,95,"15,000",90,28260,청라동,사용
검단힐스테이트5차,2013,24.12~26.12,신규,16,10,2024,"3,000",84.9956,14,1075-9,130,,,28260,당하동, 
루원시티프라디움,2018,24.12~26.12,신규,21,10,2024,"45,000",84.996,3,610-1,0,,,28260,가정동, 
대우푸르지오,2013,24.11~26.11,신규,21,10,2024,"60,000",139.486,43,150-1,0,,,28260,청라동, 
삼보해피하임1단지(불로지구34BL1L),2007,24.11~26.11,신규,12,10,2024,"2,000",84.9911,14,792-1,100,,,28260,불로동, 
검단신도시예미지트리플에듀,2022,24.09~26.09,갱신,11,10,2024,"10,000",102.8576,4,1014,117,"10,000",110,28260,원당동,사용
루원시티프라디움,2018,24.12~26.12,갱신,1,10,2024,"29,400",84.997,12,610-1,0,"28,000",,28260,가정동,사용
뉴서울(284-401),1990,24.11~26.11,신규,11,10,2024,"13,000",57.2,1,284-401,0,,,28260,가정동, 
우미린더헤리티지,2022,24.11~26.11,갱신,12,10,2024,"26,250",84.8707,20,1065-2,0,"25,000",,28260,원당동,사용
청라센트럴에일린의뜰,2018,24.11~26.11,갱신,19,10,2024,"32,000",84.9704,19,156-1,0,"32,000",,28260,청라동,사용
청라29블럭호반베르디움,2012,24.11~26.11,갱신,21,10,2024,"34,000",84.9382,22,173-1,0,"32,000",,28260,청라동, 
루원시티루에블리,2018,24.08~26.07,갱신,18,10,2024,"5,674",59.96,22,304-2,49,"5,274",51,28260,신현동, 
한국1,1994,24.11~26.11,신규,20,10,2024,"24,000",84.75,5,682-12,12,,,28260,연희동, 
북청라하우스토리,2022,24.11~26.11,신규,19,10,2024,"23,000",59.9893,6,1032,0,,,28260,경서동, 
검단신도시모아엘가그랑데,2023,24.12~26.12,신규,21,10,2024,"32,000",59.5224,18,1063,0,,,28260,원당동, 
검단신도시모아미래도엘리트파크,2022,24.11~26.11,갱신,19,10,2024,"5,000",84.6561,11,1318-8,100,"5,000",100,28260,당하동,사용
진주1,1981,24.11~26.11,신규,21,10,2024,"12,300",47.44,3,30-2,0,,,28260,가좌동, 
우미린더시그니처,2022,24.12~26.12,신규,5,10,2024,"44,000",84.9732,23,1022-1,0,,,28260,원당동, 
루원시티루에블리,2018,24.10~26.09,갱신,16,10,2024,"1,574",59.96,12,304-2,61,"5,274",51,28260,신현동, 
금호어울림2차(원당지구80BL3L),2005,24.12~26.12,신규,19,10,2024,"25,000",84.9949,8,854-3,0,,,28260,원당동, 
인천청라시티프라디움,2021,24.11~26.11,갱신,19,10,2024,"37,000",84.994,8,84-7,0,"37,000",,28260,청라동,사용
태평,1999,25.02~27.02,신규,7,10,2024,"21,000",59.99,13,820-1,0,,,28260,당하동, 
검단신도시로제비앙라포레,2022,24.10~26.10,신규,18,10,2024,"23,000",79.3587,18,987,0,,,28260,원당동, 
퀸스타운(신명),1998,24.11~26.11,신규,10,10,2024,"1,500",59.97,18,312-2,75,,,28260,불로동, 
엘에이치웨스턴블루힐,2015,25.01~27.01,신규,19,10,2024,"32,000",74.99,5,597-2,0,,,28260,가정동, 
대우푸르지오,2013,24.12~26.12,갱신,19,10,2024,"31,500",114.104,38,150-1,90,"31,500",65,28260,청라동, 
루원시티루에블리,2018,24.08~26.07,갱신,11,10,2024,"1,775",49.99,16,304-2,49,"3,875",43,28260,신현동, 
루원시티루에블리,2018,24.08~26.07,갱신,18,10,2024,"2,274",59.96,12,304-2,59,"5,274",51,28260,신현동, 
청라지구중흥S-CLASS1단지,2010,24.11~26.11,신규,21,10,2024,"41,000",119.5876,13,116-4,0,,,28260,청라동, 
동남,1999,24.10~26.10,갱신,15,10,2024,"19,500",117.2164,8,922-2,0,"18,000",,28260,마전동, 
가정엘에이치3단지(국민임대),2012,24.08~26.10,갱신,21,10,2024,"5,858",46.86,9,604-1,11,"3,358",26,28260,가정동, 
검단힐스테이트3차1단지,2010,24.11~27.02,갱신,20,10,2024,"25,000",84.9098,17,1719-2,0,"25,000",,28260,오류동,사용
하나1,1989,24.11~26.10,신규,20,10,2024,"9,000",59.55,5,341-13,0,,,28260,가정동, 
가정엘에이치3단지(국민임대),2012,24.08~26.10,갱신,21,10,2024,"4,858",46.86,9,604-1,17,"3,358",26,28260,가정동, 
검단신도시예미지트리플에듀,2022,24.10~26.11,갱신,19,10,2024,"29,400",84.5075,8,1014,0,"28,000",,28260,원당동,사용
검단신도시대방디에트르리버파크,2022,24.11~26.11,갱신,18,10,2024,"24,150",59.9971,21,1084-1,0,"23,000",,28260,원당동,사용
엘에이치웨스턴블루힐,2015,23.10~25.11,갱신,17,10,2024,"6,292",59.98,15,597-2,41,"5,292",46,28260,가정동, 
영남탑스빌,2000,24.11~26.11,신규,21,10,2024,"27,000",153.03,2,999-5,0,,,28260,마전동, 
검단신도시디에트르더힐,2022,24.11~26.11,신규,11,10,2024,"35,000",84.6755,5,987-1,0,,,28260,원당동, 
진주1,1981,24.12~26.12,신규,21,10,2024,"9,400",53.32,1,30-2,0,,,28260,가좌동, 
청라엘에이치,2011,24.11~26.10,갱신,21,10,2024,"1,823",36.86,18,184-1,16,"1,739",16,28260,청라동, 
호반베르디움(116-6),2011,24.12~26.12,갱신,18,10,2024,"28,000",84.9589,19,116-6,0,"27,000",,28260,청라동,사용
검단 금호어울림 센트럴,2021,24.11~26.11,신규,19,10,2024,"8,000",74.84,14,1024,130,,,28260,원당동, 
우미린더헤리티지,2022,24.12~26.09,신규,18,10,2024,"31,000",59.8229,2,1065-2,0,,,28260,원당동, 
하나1,1989,24.11~26.11,신규,20,10,2024,"9,000",59.55,5,341-13,0,,,28260,가정동, 
영진,1999,24.12~26.12,신규,14,10,2024,"2,000",84.87,14,927-5,80,,,28260,마전동, 
검단신안인스빌어반퍼스트,2022,24.11~26.11,갱신,21,10,2024,"29,400",84.7322,3,1314,0,"28,000",,28260,당하동,사용
청라한화꿈에그린,2012,24.11~26.11,갱신,21,10,2024,"42,000",112.9319,20,139-1,0,"42,000",,28260,청라동,사용
하나2,1992,24.12~26.12,신규,19,10,2024,"15,000",56.11,3,341-14,0,,,28260,가정동, 
청라한화꿈에그린,2012,24.11~26.11,갱신,19,10,2024,"46,100",125.6483,18,139-1,0,"45,000",,28260,청라동,사용
풍림아이원1,2003,24.12~26.12,신규,14,10,2024,"23,000",84.6894,7,511,0,,,28260,검암동, 
검단신도시예미지트리플에듀,2022,25.01~27.01,갱신,19,10,2024,"31,500",98.486,11,1014,0,"30,000",,28260,원당동,사용
검단신안인스빌어반퍼스트,2022,24.12~26.12,신규,20,10,2024,"3,000",94.955,18,1314,127,,,28260,당하동, 
청라국제금융단지한양수자인레이크블루,2019,24.11~26.11,신규,19,10,2024,"8,500",84.3971,18,85-1,140,,,28260,청라동, 
불로e-편한세상,2005,24.11~26.11,신규,15,10,2024,"19,000",73.34,2,806,0,,,28260,불로동, 
루원시티센트럴타운,2017,24.11~26.11,갱신,19,10,2024,"31,500",74.96,7,306-1,0,"30,000",,28260,신현동,사용
인천검단엘에이치36단지,2023,24.09~26.11,갱신,18,10,2024,"2,609",29.11,1,1327-1,10,"1,409",17,28260,당하동, 
인천검단엘에이치13단지,2022,22.11~25.01,갱신,18,10,2024,"3,989",37.78,8,1272-4,15,"2,689",21,28260,당하동, 
검단신도시예미지트리플에듀,2022,24.11~26.11,갱신,15,10,2024,"27,300",84.5075,8,1014,0,"26,000",,28260,원당동,사용
검단신도시푸르지오더베뉴,2021,24.11~25.01,갱신,4,10,2024,"50,000",105.52,16,1018,0,"50,000",,28260,원당동, 
엘에이치웨스턴블루힐,2015,24.12~25.11,갱신,18,10,2024,"11,492",59.98,8,597-2,20,"5,050",44,28260,가정동, 
청라디이스트,2012,24.12~26.12,갱신,9,10,2024,"31,000",114.453,19,102-10,0,"30,000",,28260,청라동,사용
우미린더헤리티지,2022,24.12~26.12,갱신,7,10,2024,"23,100",59.9034,24,1065-2,0,"22,000",,28260,원당동,사용
청라린스트라우스,2013,24.10~26.10,갱신,18,10,2024,"49,000",101.3622,38,160-1,0,"48,000",,28260,청라동, 
서해그랑블,2003,24.10~26.10,신규,2,10,2024,"35,000",69.6616,10,595-3,0,,,28260,검암동, 
풍림아이원1,2003,24.12~26.12,신규,18,10,2024,"25,000",71.6238,4,511,0,,,28260,검암동, 
한국,1992,25.01~27.01,신규,18,10,2024,"22,000",84.06,13,567,0,,,28260,가정동, 
검단신도시디에트르더힐,2022,24.10~25.10,신규,9,10,2024,"3,000",76.1198,16,987-1,150,,,28260,원당동, 
동아,1999,24.11~26.11,신규,13,10,2024,"31,500",134.976,18,1003-1,0,,,28260,마전동, 
현대,1998,24.11~26.11,신규,9,10,2024,"21,000",84.72,15,1004,0,,,28260,마전동, 
영남탑스빌,2000,24.11~26.10,갱신,18,10,2024,"30,000",153.03,13,999-5,0,"30,000",,28260,마전동,사용
청라국제금융단지한양수자인레이크블루,2019,25.01~27.01,신규,17,10,2024,"45,000",84.3971,21,85-1,0,,,28260,청라동, 
검단2차풍림아이원,2005,24.11~26.11,신규,5,10,2024,"27,000",84.8495,3,999-18,0,,,28260,마전동, 
대진1,1990,24.11~24.12,신규,18,10,2024,"12,500",54.59,1,565,0,,,28260,가정동, 
검단힐스테이트4차,2012,24.10~26.10,갱신,15,10,2024,"37,000",107.4423,1,1090-1,0,"15,000",100,28260,당하동, 
검단신도시모아미래도엘리트파크,2022,24.12~26.12,갱신,9,10,2024,"26,250",84.6561,12,1318-8,0,"25,000",,28260,당하동,사용
검단신도시예미지트리플에듀,2022,24.11~26.11,갱신,17,10,2024,"28,350",84.5075,17,1014,0,"27,000",,28260,원당동,사용
검단신도시파라곤보타닉파크,2022,24.10~26.10,신규,7,10,2024,"5,000",84.3259,5,1020-1,170,,,28260,원당동, 
검단신도시로제비앙라포레,2022,24.11~26.11,갱신,18,10,2024,"25,725",84.4159,11,987,0,"24,500",,28260,원당동,사용
검단신도시모아미래도엘리트파크,2022,24.11~26.11,갱신,1,10,2024,"28,875",84.6561,20,1318-8,0,"27,500",,28260,당하동,사용
유승한내들 에듀파크,2021,24.10~26.11,신규,17,10,2024,"5,000",84.2411,14,1272-2,170,,,28260,당하동, 
힐데스하임,2011,25.01~27.01,갱신,18,10,2024,"25,000",59.9435,4,185-1,0,"21,000",,28260,청라동, 
퀸스타운(길훈),1999,24.12~26.12,갱신,12,10,2024,"19,000",84.99,20,372,0,"2,100",63,28260,불로동, 
루원시티루에블리,2018,24.08~26.07,갱신,15,10,2024,"3,374",59.96,21,304-2,56,"5,274",51,28260,신현동, 
청라호수공원한신더휴,2020,24.12~26.12,신규,1,10,2024,"43,000",84.9613,22,103-15,0,,,28260,청라동, 
한신휴플러스,2007,25.01~27.01,신규,3,10,2024,"30,000",84.95,5,7,0,,,28260,가좌동, 
검단신도시대방디에트르리버파크,2022,24.11~25.05,갱신,15,10,2024,"24,000",59.9971,18,1084-1,0,"23,000",,28260,원당동, 
검단1차대주피오레,2007,24.11~26.11,갱신,17,10,2024,"32,000",84.9734,3,1029-2,0,"32,000",,28260,마전동,사용
검단신안인스빌어반퍼스트,2022,24.12~26.12,갱신,17,10,2024,"26,200",84.7322,24,1314,0,"25,000",,28260,당하동,사용
검단신도시로제비앙라포레,2022,24.11~26.11,갱신,17,10,2024,"27,300",84.8086,18,987,0,"26,000",,28260,원당동,사용
당하풍림아이원1차,2004,25.01~27.01,신규,16,10,2024,"19,200",59.9841,4,1099-3,0,,,28260,당하동, 
청라롯데캐슬,2013,24.12~25.12,갱신,17,10,2024,"42,000",113.7568,24,159-1,0,"40,000",,28260,청라동, 
파라곤센트럴파크,2022,24.10~26.10,갱신,14,10,2024,"28,800",84.9595,5,1276-2,0,"27,500",,28260,당하동,사용
청라디이스트,2012,24.12~26.12,신규,17,10,2024,"41,000",125.586,11,102-10,0,,,28260,청라동, 
청라29블럭호반베르디움,2012,24.12~26.12,신규,16,10,2024,"38,000",84.9382,6,173-1,0,,,28260,청라동, 
검단신도시파라곤보타닉파크,2022,24.10~26.10,신규,7,10,2024,"5,000",84.3259,5,1020-1,170,,,28260,원당동, 
우미린더헤리티지,2022,24.11~26.11,갱신,6,10,2024,"21,000",59.9034,4,1065-2,0,"20,000",,28260,원당동,사용
청라 엑슬루타워,2011,24.10~26.10,신규,5,10,2024,"41,000",110.22,27,164-1,0,,,28260,청라동, 
원당동문굿모닝힐,2004,24.10~26.10,신규,7,10,2024,"6,000",84.967,11,1027-3,80,,,28260,당하동, 
검단신도시디에트르더힐,2022,24.10~26.10,갱신,1,10,2024,"28,500",84.6755,13,987-1,8,"28,500",,28260,원당동,사용
청라자이,2010,24.12~26.12,신규,15,10,2024,"45,000",115.5101,18,193-1,0,,,28260,청라동, 
파라곤센트럴파크,2022,24.12~26.12,갱신,15,10,2024,"30,000",84.986,11,1276-2,0,"25,000",,28260,당하동, 
루원시티루에블리,2018,24.08~26.07,갱신,11,10,2024,"5,075",49.99,8,304-2,38,"3,875",43,28260,신현동, 
청라29블럭호반베르디움,2012,24.12~26.12,갱신,16,10,2024,"31,500",84.9482,23,173-1,0,"30,000",,28260,청라동,사용
호반베르디움(116-6),2011,24.10~26.10,갱신,11,10,2024,"2,800",84.9589,21,116-6,145,"2,000",126,28260,청라동, 
북청라하우스토리,2022,24.12~26.12,신규,15,10,2024,"28,000",59.9893,1,1032,0,,,28260,경서동, 
검단신도시로제비앙라포레,2022,24.11~27.02,신규,17,10,2024,"35,000",84.4159,10,987,0,,,28260,원당동, 
검단신도시파라곤보타닉파크,2022,24.11~26.11,갱신,8,10,2024,"29,400",84.3259,7,1020-1,0,"28,000",,28260,원당동,사용
호반베르디움앤영무예다음,2011,24.12~26.12,신규,15,10,2024,"29,500",59.738,4,130-4,0,,,28260,청라동, 
서해그랑블,2010,24.11~26.11,신규,10,10,2024,"32,000",59.9744,11,165-10,0,,,28260,청라동, 
